score,content
4,"Ternyata tidak ada yg gratis, sistem berbayar. Hanya 1 aja setiap model yg gratis"
4,"aplikasi ini lumayan beleh juga,buat kalian yang mau tau tua muda kalian, bisa download aplikasi ini. maaf saya kasih bintang 4 soalnya masa tua saya jadi menakutkan sekali!!!!"
5,"Mantep abis, keren banget aplikasi yang satu ini, bisa ngedit dengan hasil yang luar biasa."
5,"Mnrt sya bagus bnget dan memuaskan ,,klo bsa yang pro nya di kurangi agar dapat banyak pilihan editnya,,,,,,,mksh"
4,tdi si bisa bagus.. tp knp skrng gg bisa dibuka ya. ..ada apa dengan aplikasi ini .. bru aja bisa ngaded lagi..
1,error tidak bisa dibuka ada yang tidak beres begitu laporanya .. mohon bantuanya dari pihak developer trims
1,"iya emg, selalu kyk gtu. kalo mau ngedit foto selalu ada tulisan.(ada yang tidak beres) gak asik cuy🙄"
1,"Gak berfungsi, selalu tulisan harap coba lg, ada yg tdk beres, setiap upload foto"
2,Hasilnya bagus yang dulu...wajah macem asli?yang sekarang byk pilihanya tp jd gak bagus? wajah jd merah
5,"aplikasi yang sangat bagus, tapi tolong jngan menyangkut kan money cukup paket data aja😊 terimakasih 😊🙏"
1,Pilih buka pro dgn iklan.ga hrs langganan...
5,Mantap tapi kenapa Lama sekali saya Donloading.. Ini Appkk nyaa disimpan dimana? Apakah semua ini karena apa apa yang perlu saya lakukan untuk itu semuanya. Jangan Kirim bintang satu kirim lima bintang saja ok ok ok
5,Oky banget saya suka sekali aplikasi ini karna bisa mengganti wajah saya lebih pede d tampilkan dprofil apa saja mantap banget 👍👍👍👍👍
5,"mantap apk ny tapi yang pro juga bisa pake harus nya biar tambah kren,,!! sejauh ini mantap"
5,"Menyenangkan bisa mengedit,cuma sayang tidak bisa mengedit tiga orang ,hilang bbrp badan ny"
1,aplikasi kontol di klik loading nya 1 tahun. update terbaru ribet ga kaya dulu ga pake loading.
4,Bagus sih tapi keluar tanpa penyimpanan kurang gituu sayang klo dihapus ya gpp sih jadi ga insecure soal rambut yg kependekan aku akui keren sih app nya
1,"ko ga bisa edit sih, ditampilan nya tertulis ""Ada yang tidak beres harap coba lagi"" itu harus gimana ya . tolong dong"
3,Klo bagus Bintang 5
5,Makasih🙏 kak aplikasinya bagus sekali dan pemakaiannya juga canggih sekali lagi terima kasih banyak dan untuk aplikasi ini semoga tambah sukses✨✨
5,Pengalaman yg menyenangkan bisa melihat gambaran diri kita dlm berbsgai masa dan keadaan
1,baru download baru nyoba sekali langsung kaga bisa ngedit foto?? kenapa yaa? aplikasi nge bug?
1,"Sekarang feature nonton iklannya sudah tidak ada, akhirnya jadi tidak bisa dipakai kembali."
4,Sukaaaaaaaaaaa bisa edit sesuka hati en hasilnya puaaas tp tolong jangan terlalu banyak yang berbayar dooong🤭
1,"Kok sekarang malah dibayar sih. Aku kasih bintang 5 klo bayarnya cuman pake data, nonton iklan aja..."
5,Assalamualaikum saya senang sm aplikasi FaceApp dapat merubah wajah saya lebih bagus terimakasih FaceApp... Nama saya Dhea. Saya berikan⭐⭐⭐⭐⭐ sm aplikasi FaceApp 🤗🙋🏻...
1,"beri 1 bintang saja dulu, karena setelah diinstal aplikasinya loading terus alias gak bisa dibuka."
1,kenapa fitur menonton iklan di hilangkan? sekarang harus berbayar cuma ngedit foto doang. aku uninstal aja lah!!!
2,"setelah buat gbr foto profil wa kagak bisa, jadi bintang 2 aja dulu deh.. aplikasinya kurang support nih"
5,Yg biasa menjadi bagus bingitttt... Postingan saya jadi lebih banyak. FB & Instagram saya jadi lebih berwarna. Saya juga jadi lebih PeDe. Terimakasih FaceApp. I ❤ FaceApp
4,"aplikasi ini bagus,,bisa membuat muka menjadi tua ataupun muda,tapi kalau saya sarankan aplikasi ini lebih seru kalau offline,, terimakasih"
1,aplikasi apa inih.. udah nyempetin download tapi gk bisa di gunain.. (coba lagi) teruss.. payahh nih apk
1,kok baru pilih poto keluar sendiri?gimana ngeditnya? saya berkali kali masuk aplikasi dan pilih poto tapi malah keluar dari aplikasinya terus menerus
1,"ada yg tidak beres, meskipun ganti foto sampai 10x gitu2 aja tulisan nya (ada yg tidak beres) jembut"
4,Untuk Hasil Editan nya Sudah Bagus mnurut ku.. ..... Tapi Masih Lelet Juga Terkadang ... Smoga Bisa Lebih Baik Lagi. 👍🏻👍🏻👍🏻
1,"Apk tai, model rambut poni yg dlu bs untuk edit foto skrg jd pro yg harus bayar dulu dan tidak bisa dipakai"
1,"baru download udah gak bisa, keterangannya (ada yg tidak beres, harap dicoba kembali) .gak bagus"
5,"Wow keren nih aplikasi, bisa buat edit foto kita jadi keren mantul bangeeet nih aplikasi."
5,"Aku tau aplikasi ini dari tik tok dan setelah aku install ternyata aplikasinya bener bener bagus dan juga gak nyesel buat kalian install, buruan download aplikasi ini"
1,"Kecewa ya, versi lama lebih mendukung. Saya pribadi sangat sangat tidak suka dengan versi terbaru saat ini."
5,Bagus banget aku suka aplikasi ini kalo kalian ngga percaya coba download FaceApp skalian bisa mengubah wajah kalian yang jelek jadi cantik😄😄😄
5,"Sumpah ini app bagus banget, masa muka kentang kaya gua bisa jadi ganteng kaya oppa korea🇰🇷 hanya dengan app gendernya 😂 berasa pengen jadi cowo aja dah biar ga insekyur.. 😄"
1,"Gak bisa di buka muncul notif ini terus ""ada yang tidak beres"" sudah saya coba berkali kali tetap tidak bisa"
3,sayang banget banyak yg pro coba klu tdk pasti banyak yg download soalx aku aja yg baru buka sdh langsung nggak suka n da mw dihapus........maaf yg faceapp
5,"Keren!! Aku pernah coba apk ini pake foto nun, pas di lihat hasilnya malah jadi cogann 🙂🗿 btw, kalian harus download apk ini!!! Soalnya baguss apk nya!!!!😍😍😍😍"
5,Saya suka aplikasi nya bisa Menganti wajah orang lain aplikasi nya bagus kok saya suka banget aplikasi nya kalo di mainkan seru banget
2,"Awalnya berjalan lancar, Lama lama pas ngedit, keluar² sendiri aplikasinya"
5,Assalamualaikum... Wah bagus banget... Auto kasih bintang lima... Semoga fitur fitur nya semakin banyak 🙏😁
5,"Luar biasa dan menyenangkan bisa berkreasi disini,mencari make up ,gaya rambut,warna rambut,jenis riasan,yang bervariatif"
5,Sangat Bagus Tapi Mohon Untuk Yang Versi Pro Sebaiknya Dibuat Seperti Dahulu Saja Melalui Iklan Video Agar Bisa Mendapatkan Semua Efek Filternya
5,Menurut saya face app ngebuat orang orang yang nggak bisa dandan dan tak berduit bisa berhalu sebebasnya terimakasih face app
1,gua udah coba beberapa kali. tapi hasilnya gak bisa di gunakan ni apk. foto nya gak bisa d edit
5,aplikasi bagus.. tapi kok cuma beberapa ajj yg bisa di simpan... selebihnya ga bisa di simpan..
5,Editan potonya bagus bangetttttt.. Sumpah berasa jadi model beneran hahahaha... So mantap banget 4 jempol deh👍👍👍👍
5,Aplikasi yang baagus banget..semua fitur untuk editan nya.mantul..pokok nya top markotop.
1,Ga di izinin buka galery foto Tolong dong benerin aku mau edit foto masa harus Selfi dulu sih tolong ya benerin!!
5,Saya sangat sukaaaaaaaaa ini aplikasi berguna bgttt bahkan bisa buat ngeprank jadi cewe klo misal kan lu cowo yeeeee gw suka bgttt semangatt tarusss yg buat aplikasi walau bukan aplikasi nya yg ngeleg tapi HP ku yg kentang heheh poko nya ini bintang lima deh ini sesuai ekspetesi bgtt ekspetasi ku ini bisaaa waawwwww bagus semangatt yaaa itu jaringan kau doang yg bermasalah klo liat aplikasi tuh yg jelas ok ok itu aja bye bye
4,"untuk mode pro dengan iklan selalu kacau, terkadang iklan tidak kunjung muncul"
1,Lebih besar kebencianku dari pada kesukaanku kepadamu......500.000 ribuan pulsaku di ambil gara2 aplikasi ini.. Tapi aku menyadari......jangankan yg haram yg halal saja melayang atau ridak berkah apa lagi yg halal.....aku memperileh pulsa dari kebatilan.kau ambil pulsaku tampa perserujuanku itu adalah kebatilan.tapi aku sadari ini adalah sebagai jqlqn 1 balasan 2 memalukan 3 agar kembali kepada kejenuhan 4 kerugian 5 kegagalan
5,Aku suka banget sama aplikasi ini!! Bisa campurin wajah orang jadi satu pokoknya bestlah!!!!
5,Kenapa faceapp sekarang nggak ada Vidio editor nya.. Video editornya di hilangkan hanya edit foto doank
5,wah ide yg sangat bagus dan kreatif sangat cantik editan nya pasti kolok kalian download aplikasi ini kalian pasti gk nyesal 😄😄😄
5,Bagus banget hasilnya terlihat nyata....banyak juga pilihannya....jadi lebih menarik dan oke
1,"saya baru download dan selalu muncul gambar kucing dengan tulisan ""ada yg tidak beres"".. dihp tmen saya juga sama.. kenapa begitu?"
5,Aplikasinya bagus dan jg latar belakang yg sangat menarik. Pokok ee aplikasinya mantap bangeet..aku ksh 5 bntg deh..
1,"Ga kaya dulu, gratis liat iklan. Sekarang semuanya bayar:(( trus editannya juga kurang bagus. Matanya tolong di kecilin lagiii Trus mukanya juga jangan tirus tirus, jadi kayak orang tumoran hiks..."
5,Sangat Membantu
2,aplikasi penipu. tertera 10mb aja buat download. ram 400mb masak gak cukup. tolong dong jangan berbohong dalam mencari keuntungan.
5,Nguakak bangett pas coba coba hidung besar gak berhenti henti ngakaknya tapi kalian semua wajib banget si download aplikasi faceApp butuan download udh belum kalau udh cepet masuk ke aplikasinya kalian bisa ngedit wajah kalian misalnya jadi cantik terus bisa pakai pemandangan oky ayoo cepet gaaa download Aku kasih bintang 5 aja dib karna aplikasinya bagus
4,"Keren ok lah,syg utk fitur background nya blm smpurna,msh trlhat bner"" rekayasa editan.🙏🙏🙏"
4,"Aplikasi bagus, bisa berfungsi dengan baik, terus kembangkan supaya lebih baik lagi."
1,di hp aku kok gk bisa yaa.. mau pake foto langsung atopun ambil dr galeri ttp gak bisa.. tulisanya harap coba lagi terus.. jd aku kasih 1 bintang aja.. 🙏🙏🙏
1,Gimana sih gak jelas banget deh aplikasi nya pas saya buka aplikasi nya gak bisa dibuka Dasar yg punya aplikasi nya saya kecewa banget deh sia sia donload aplikasinya Huuuuuuuuuuuuuuuuuu dasar mengecewakan 😡😡😡😡😡😡😡😡😡👎👎👎👎👎👎👎👎👎
5,Sangat bagus dan mudah untk pengoprasiannya...sayangnya hanya dikit yg bs di gunakan.
1,Aplikasi nya error terus pas mau upload foto yg mau di edit. Auto Uninstall deh.
5,Trima kasih sdh menutup kekurangan kami dengan kamera cantik semoga sukses selalu dan tetap berikan yg terbaik.. 😊😘
4,"bagus dan menghibur, kita tidak usah susah meng edit gambar seperti dulu, tinggal pilih yang kita suka"
5,"Saya pribadi sangat menyukai dan menginspirasi utk bermakeup,ke depannya lebih bagus lagi,lebih ke yg natural"
4,tolong diperbanyak lagi model nya dll diperbagus~yg masih kekunci tolong dibuka yg ada tulisanya pro.
1,"setiap mau buka,pasti muncul kucing sama notif disuruh coba lagi padahal udah di coba lagi tapi tetep aja"
1,"apl jelek bat poto nya ga full rambut berkurang kadang kuping nya ilang sebelah dan lebih parah nya lagi tdk dpt tidak sama sekali menemukan sebuat poto, poko nya nyesel klo download ini"
1,"Jelek banget ni aplikasi gabisa dipake , cuman gambar kucing aja trsss , udah yang ke 3x nya download ttp gabisa"
5,Aplikasi ini bagus geng. Download geng mantep sekali ni apelikasi ini gak nyesel de di jamin ........anda senang aplikasi ini senang......
5,Saya suka dg aplikasi yg bisa membuat wajah saya tampak lbh glow tanpa harus operasi plastik yg membutuhkan biaya banyak hahahaha
5,Baguss banget aplikasinya bisa nipu temen tau-tau aku jadi cantikkk atau jadi tuaa 😂😂😂 ini juga bisa dijadiin kolase lohhh bener bagusss banget aplikasinya
1,"sudah di download, namun tidak bisa masuk loading terus abi tunggu selama 30 mnt eh masih LOAD. padahal kuotaku unlimited"
5,Bagus banget aplikasinya... tp sayangnya klw paka paket data gak bisa jadi klw pake wifi baru lancar
5,"Mantaapz bgtz aplikasinya,. cepat saat mengedit foto,.. keren pokoknya,.."
1,"kenapa di hilangkan fitur iklannya, sangat di sayangkan,bintang 1 untuk aplikasi ini"
3,lebih asik yang dulu yang dulu soalnya bisa dapet yang pro dengan nonton iklan Tolong bang developer permudah kami
1,Udah gak bisa nonton iklan untuk merasakan fitur pro.
3,"Kecewa, diversi terbaru skrg tdk bisa edit wajah divideo, padahal versi sebelumnya bisa"
1,"mksudnya apa sih ada yg tidak beres?hape nya?????aplikasi lu kyk nya yg kurang beres...dasar matre aplikasi kyk gini aja mesti bayar,taiiii lu.."
1,Awalnya bagus mau kasih 5 bintang.. tpi skrg kok gk bisa dibuka aplikasinya 😫😫🤦‍♂️🤦‍♂️ jdi maaf cuma bisa kasih 1 bintang yaa 🙏🏻🙏🏻 buat admin perbaiki lagi aplikasinya 🙋‍♂️
4,"Dulu emang sngat bagus aplikasi ini.bisa edit usia, rambut dll.skrg harus pke pro jdi udh gak bsa dipkai gratis lg.terpaksa mau aku hapus aja.ok 🙏"
1,baru beberapa kali buat ngedit udah muncul kucing. padahal belom ada sehari pake app nya
5,Aplikasi yang menghibur. Keren. Kreatif. Tolong tambahkan fitur-fitur gratisnya donk.
1,"awalnya bisa, tapi setelah coba lagi selalau muncul kucing dan bacaan ""Ada yang tidsk beres"" SAMPAH"
5,"lucu banget,, ngakak, jadi bisa liat cerminan diri kita gg bakal selalu muda terus,, terimakasih faceapp.. mantap"
5,app yg ok. dri pda beli alat2 kcantikan mending download app ini deh. lmayan buat ganti alat2 kcantikan. 😁😁😁
1,"aplikasinya tdk dpat dipakai, setiap mau ngedit ""Da yang tidak beres, coba lagi"" sialan emg"
1,"Nysell banget d update, kirain di update Mala makin bagus dan banyak yang gratis, ternyata Mala g bisa gratis lagi Mala bayar semuaa"
5,Woww aplikasi ini sangatlah bagus dan unik sekali ya hahaha aku tertawa saat mengedit foto ku hahaha
3,"Bagus bgt, bisa edit foto teman jga. Tapi.. Ada yg kurang, seandainya yg pro gratis.."
4,"Pengalaman edit foto yang sangat keren banget, sukses semua.."
5,"Mau tanya nih, ko punya saya gk bisa cari pengantin di pencarian selebritis nya nya?? Di update udh, bhkn di instal trs di unistal juga udh? Tp msh saja kosong tidak menemukan pencarian pengantin"
5,Sangat membantu
5,Bagus banget karena bisa mengubah wajah dan untuk latar belakang nya juga bisa di ubah seneng banget jadinya
5,"Gue broo kasih bintang tidak tanggung tanggung, lima langsung aku kasih! OK sip buanget aplikasihnya.. Buat FaceApp sukses sllu dan tingkatkan karya anda. Terimakasih"
1,"gambar kucing terus, tolong perbaiki bugnya udah aku uninstal ku instal lagi masih tetap."
3,Gk bisa edit foto lagi gara2 upgrade ke versi terbaru skrng harus bayar tolong perbaiki lg
1,keluar aplikasi terus setiap buka aplikasinya...kenapa ya??? apa ga bisa di android??? baru buka aplikasi eh nutup sendiri
5,Aku suka bangat sama aplikasi ini pokonia seru bangat kalo kita bosan kita main ini saja nanti bosan kita hilan klo kalin buat aplikasi lainnia nan ti aku kasi bintan lima terusde tapi asal aplikasi ini serutida buat kita bosan dan pokonia seru de👐👐👐💝💝
5,Keren banget.. Saya suka.. Aplikasinya sangat memuaskan.. Saya kasih bintang lima untuk aplikasi ini.. Sukses terus ya.. 👍👍👍👍👍.
5,Assalamu'alaikum aplikasii nya bagus banget dahh gw suka aplikasi nya bikin ketawa sendiri kalau bosen ngedit biar bisa ketawa😂semangat terus ya👍
5,Ni aplikasi asli keren..sumpah Editanya bersih banget..hampir sempurna kya gk di edit... Cm syang ada yg bayar🤭😁😁😁
5,"keren abis. bewok nya wkwk,tapi tolong dong kasih gratisan dan memperbanyak lagi model model buat cwonya😊"
4,Apknya dahh baguss bangett si tapi coba bisa offline pasti lebihh seru lagiii Buruan buat yg belum download langsung aj di downloaddddd....... 😁😁
1,"aplikasi gagal, coba aja sendiri bikin malu aja udah d download d coba d ke kawan rame pulak tu gak bisa, keluar kucing ada yg tidak beres, buang2 kuota"
5,"Sangat menarik , saya senang sama aplikasinya didalam nya banyak sekali fitur2 yg sangat keren."
5,Jujur dari pertama rilis apk nya bagus banget . Seneng juga dikasih fitur nya banyak pokoknya keren 👍 Thanks faceApp
5,"lucu andai saja pilihan yg gratis nya bnyak...... tp gokil mantap, tp pas coba ke 2 nya gx bisa kebuka buka"
5,"Bintang 5 wis Aplikasi lumayan menghibur saat pandemi 😂 Cuman sayang e efek2 yg bagus banyak yg pro, n cuman d kasih free 3 hari"
1,Dulu sebelum di uprage apk Ini pro tpi masi bisa di pakai gratis mengunakan iklan sekarang knp fitur iklan nya di hilangin sih padahal dulu udh bagus
5,"Lumayan bagus.. Lebih bagus lagi kalau pilihan fiturnya gak selalu di haruskan ""Pro"""
5,bagus menurut aku. mudah ya menggunakan nya yaa kita harus menghargai hasil karya orang lain.srperti hal nya dengan yang membuat apps ini makasih min...👍
5,Aplikasi ini sangat bagus bikin orang jadi terkejut kalo melihat hasilnya sama aslinya beda jauh...jadi saya kasih bintang lima...
4,Assalamualaikum saya Rianty saya suka sekali dengan aplikasi ini tapi saya bingung knp ada beberapa yang tidak bisa di gunakan mohon di perbaikan ya 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
5,"nama saya jumari, saya kasih 5 bintang karena menurut saya baggus, kalau bisa perkembangkan lagi sukses selalu."
5,"Kren bagus si,tp klo bnyak yg Pro itu yg bikin orng gk mau pakai aplikasi ini lagi Termasuk saya sndri!!! Tlong yg pro itu gk di pro lagi Terimakasi😊😊"
5,"Aplikasinya seruuu bgt,biasa tau gimana muka kita pas muda sama kalau udah tua,terimakasih ya😊😊"
3,3 bintang dulu kenapa fiturnya harus bayar biaya
5,Aplikasiny bagusss kok Tapi bleh kasih saran lebih baik iklan ny yang 15 detik saja biar yg Makai app bisa puas terima kasih🙏
1,loadnya gk pernah bisa lewat dr stengah. munculnya gambar kucing yg bilang error mulu.
5,"Aplikasinya mantap dan sangat menghibur, tapi sayang kalau mau komplit harus berbayar."
4,Bagus bangettt Tapi menurut aku yang pro itu dapat dibeli dengen iklan Tapi sekali iklan sekali pemakaian gitu segitu aja sihh Makasihh😘😘
5,Saya suka banget sama aplikasi face app ini tapi ada yg gk bisa tp bagus dan bisakayal dirubah 2 saya kasih bintang 5 deh
4,Assalamualaikum warahmatullahi wabarakatuh teman-teman aku beri bintang 4 lah karena ada yang kurang beres sama face app ini jadi aku beli bintang 4 aja ya ya pokoknya Semoga dapat perbarui lagilah dan Baguslah kalau aku tapi ada yang kurang beres jadi aku kasih bintang 4 kasih ya faceapp terima kasih assalamualaikum warahmatullahi wabarakatuh
5,Tolong dong gak usah pake yang PRO itu harus bayar dan berlangganan. Jadi susah buat nyoba filter lain nya
1,kenapa pas mau ngedit muncul tulisan ada yang tidak beres???padahal udah pake data tapi tetep aja gak bisa
5,Saya suka aplikasi ini dapat membuat seseorang menjadi lebih cantik dan menarik setiap hari saya menggunakan aplikasi ini terima kasi.🙂
